TABLE_NAME,COLUMN_NAME,COLUMN_TYPE,IS_NULLABLE,COLUMN_KEY,EXTRA
YFS_SHIP_NODE,CURRENT_BOL_NUMBER,char(35),YES,,
YFS_SHIP_NODE,RECEIVING_CALENDAR_KEY,char(24),YES,,
YFS_SHIP_NODE,SHIPPING_CALENDAR_KEY,char(24),YES,,
YFS_SHIP_NODE,EXPORT_TAXPAYER_ID,varchar(40),YES,,
YFS_SHIP_NODE,EXPORT_LICENSE_NO,varchar(40),YES,,
YFS_SHIP_NODE,EXPORT_LICENSE_EXP_DATE,date,YES,,
YFS_SHIP_NODE,INVENTORYTYPE,varchar(20),YES,,
YFS_SHIP_NODE,DEFAULT_DECLARED_VALUE,"decimal(15,2)",YES,,
YFS_SHIP_NODE,MAINTAIN_INVENTORY_COST,char(1),YES,,
YFS_SHIP_NODE,INVENTORY_TRACKED,char(1),YES,,
YFS_SHIP_NODE,SHIPPING_NODE,char(1),YES,,
YFS_SHIP_NODE,RECEIVING_NODE,char(1),YES,,
YFS_SHIP_NODE,RETURNS_NODE,char(1),YES,,
YFS_SHIP_NODE,THREE_PL_NODE,char(1),YES,,
YFS_SHIP_NODE,RECEIPT_PROCESSING_TIME,"decimal(14,4)",YES,,
YFS_SHIP_NODE,RCPT_PRCSSNG_TIME_FOR_FRWRDNG,"decimal(14,4)",YES,,
YFS_SHIP_NODE,RCPT_PRCSSNG_TIME_FOR_FUTURE,int,YES,,
YFS_SHIP_NODE,MAX_DAYS_TO_SCH_BEFORE,int,YES,,
YFS_SHIP_NODE,PROCURE_TO_SHIP_ALLOWED,char(1),YES,,
YFS_SHIP_NODE,SUBSTITUTION_ALLOWED,char(1),YES,,
YFS_SHIP_NODE,WORK_ORDER_CREATION_ALLOWED,char(1),YES,,
YFS_SHIP_NODE,DELAYED_INV_ALLOC_SUPPORT,char(1),YES,,
YFS_SHIP_NODE,IGNORE_PENDING_ALLOCATION,char(1),YES,,
YFS_SHIP_NODE,X_DOC_NODE,char(1),YES,,
YFS_SHIP_NODE,USE_END_OF_SHIFT_TIME,char(1),YES,,
YFS_SHIP_NODE,CAN_SHIP_TO_OTHER_ADDRESSES,char(1),YES,,
YFS_SHIP_NODE,CAN_SHIP_TO_ALL_NODES,char(1),YES,,
YFS_SHIP_NODE,BOL_PREFIX,varchar(2),YES,,
YFS_SHIP_NODE,REQUIRE_TRANSFER_ACCEPTANCE,char(1),YES,,
YFS_SHIP_NODE,IS_IBA_ALLOWED,char(1),YES,,
YFS_SHIP_NODE,RESOURCE_PLANNING_ENABLED,char(1),YES,,
YFS_SHIP_NODE,RESOURCE_PLANNING_UOM,varchar(40),YES,,
YFS_SHIP_NODE,PLANNING_CALENDAR_KEY,char(24),YES,,
YFS_SHIP_NODE,SUPPLY_DEMAND_DIFF_THRESHOLD,"decimal(5,2)",YES,,
YFS_SHIP_NODE,DEFAULT_PERSON_DAY_HOURS,int,YES,,
YFS_SHIP_NODE,IS_FULFILLMENT_NODE,char(1),YES,,
YFS_SHIP_NODE,IS_YARD,char(1),YES,,
YFS_SHIP_NODE,DOCK_SCHEDULING,varchar(20),YES,,
YFS_SHIP_NODE,ALLOW_GIFT_WRAP,char(1),YES,,
YFS_UOM,UOM,varchar(40),YES,,
yks_item,item_key,int,NO,PRI,auto_increment
yks_item,item_id,varchar(100),YES,,
yks_item,item_description,text,YES,,
yks_item,stock,int,YES,,
yks_item2,item_key,int,NO,PRI,auto_increment
yks_item2,item_id,varchar(100),YES,,
yks_item2,item_description,text,YES,,
yks_item2,stock,int,YES,,
yks_item_img,item_img_key,int,NO,PRI,auto_increment
yks_item_img,item_key,int,YES,,
yks_item_img,img_url,text,YES,,
yks_item_img2,item_img_key,int,NO,PRI,auto_increment
yks_item_img2,item_key,int,YES,,
yks_item_img2,img_url,text,YES,,
